expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
2021-09-15,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-09-28,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,400,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-09-29,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,9.46,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-10-29,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.86,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-07-26,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-19,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-19,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,2d of two payments on this date,NA
2021-07-06,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,689.85,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-08-08,Facebook,FaceBook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,100,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-08-15,Facebook,FaceBook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,100,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-25,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,8.71,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-24,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,21.29,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-22,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-22,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-23,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-06,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,5,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-06-15,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Rathell  Doug (Jeffrey) Elect,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2021-06-17,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Rathell  Doug (Jeffrey) Elect,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2021-07-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,24.98,Rathell  Doug (Jeffrey) Elect,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-03-28,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,10,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-01,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,83.36,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-05,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,10,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-13,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,10,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-18,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,15,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-27,Facebook,FaceBook,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,3.74,Stewart  Kate Vote,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-30,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,131.6,Long  Jeffrie Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-05,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Olszewski  John Jr. Friends Of,Media,Online Advertising,NA,EFT,Kroner,Brad,Electoral,"Facebook Ads,"
2021-10-11,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,5.13,The Peoples Voice  LLC PAC,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
2022-06-10,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Hamilton  Rebecca Patriots for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-06-08,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,35,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-09,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,50,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-10,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,75,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-08-29,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-04-09,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,316.52,Ivey  Julian Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-11,Facebook,FaceBook,1601 S. California Ave.  Palo Alto  California 94304,Business/Group/Organization,50,Streight (Adam) For Cecil,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-08,Facebook,FaceBook,1601 S. California Ave.  Palo Alto  California 94304,Business/Group/Organization,10.33,Streight (Adam) For Cecil,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-06,Facebook,FaceBook,1601 S. California Ave.  Palo Alto  California 94394,Business/Group/Organization,35,Streight (Adam) For Cecil,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-04,Facebook,FaceBook,1601 S. California Ave.  Palo Alto  California 94303,Business/Group/Organization,25,Streight (Adam) For Cecil,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-04,Facebook,FaceBook,1601 S. California Ave.  Palo Alto  California 94304,Business/Group/Organization,15,Streight (Adam) For Cecil,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-04,Facebook,FaceBook,1601 S. California Ave.  Palo Alto  California 94304,Business/Group/Organization,45,Streight (Adam) For Cecil,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-28,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35,Tomlin  Zachary Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ads,NA
2022-04-07,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,26.51,Tomlin  Zachary Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ads,NA
2022-01-24,Facebook Inc,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,126.48,Brooks  Brandy Power Posse,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-05-09,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,The Old Line Project,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-05-09,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,The Old Line Project,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2021-06-21,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-06-28,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,17.12,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-06-30,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-02,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-08,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-13,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-16,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-20,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-28,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,70.93,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-16,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-30,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,264.69,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-09-29,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,174.9,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-28,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,155.27,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-29,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,112.95,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-21,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,400,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-29,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,55.7,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-19,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,2,Piereck  Ricardo (Rick) Citizens for,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2021-11-18,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,70,Piereck  Ricardo (Rick) Citizens for,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2021-12-18,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,10.3,Piereck  Ricardo (Rick) Citizens for,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2021-04-21,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,40,St. Mary's County Democratic Central Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-04-05,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-04-07,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-04-09,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-04-13,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-04-19,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-04-23,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-04-26,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-04-27,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-05-03,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,60.21,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-05-05,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,2.79,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-06-01,FaceBook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,116.55,Sweat  Moisette Tonya Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-01-26,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Alton  Gregory Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-02,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Alton  Gregory Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook Advertisement,NA
2022-05-04,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,4.3,The Old Line Project,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,The Old Line Project,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2021-07-21,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,St. Mary's County Democratic Central Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-23,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,St. Mary's County Democratic Central Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-22,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,16.36,St. Mary's County Democratic Central Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-07,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,7.03,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-23,Facebook,FaceBook,Facebook Wy  Menlo Park  California 94025,Business/Group/Organization,149.96,Guy  James (Randy)  Citizens for,Media,Online Advertising,NA,NA,NA,Electoral,NA,NA
2021-08-04,Facebook,FaceBook,156 University Avenue  Palo Alto  California 94301,Business/Group/Organization,3.76,Rigby  Christiana Neighbors for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-30,Facebook,FaceBook,156 University Avenue  Palo Alto  California 94301,Business/Group/Organization,21.66,Rigby  Christiana Neighbors for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-12,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,35,Hollingsworth  Shekinah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-12,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,50,Hollingsworth  Shekinah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-27,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,4.85,Hollingsworth  Shekinah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-19,Facebook Inc,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,768.96,Brooks  Brandy Power Posse,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2021-06-28,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,30,Grammer  Robin L. Jr. Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
